,Cell,Case,Class,AngleCh1,AreaCh1,AvgIntenCh1,AvgIntenCh2,AvgIntenCh3,AvgIntenCh4,ConvexHullAreaRatioCh1,ConvexHullPerimRatioCh1,DiffIntenDensityCh1,DiffIntenDensityCh3,DiffIntenDensityCh4,EntropyIntenCh1,EntropyIntenCh3,EntropyIntenCh4,EqCircDiamCh1,EqEllipseLWRCh1,EqEllipseOblateVolCh1,EqEllipseProlateVolCh1,EqSphereAreaCh1,EqSphereVolCh1,FiberAlign2Ch3,FiberAlign2Ch4,FiberLengthCh1,FiberWidthCh1,IntenCoocASMCh3,IntenCoocASMCh4,IntenCoocContrastCh3,IntenCoocContrastCh4,IntenCoocEntropyCh3,IntenCoocEntropyCh4,IntenCoocMaxCh3,IntenCoocMaxCh4,KurtIntenCh1,KurtIntenCh3,KurtIntenCh4,LengthCh1,NeighborAvgDistCh1,NeighborMinDistCh1,NeighborVarDistCh1,PerimCh1,ShapeBFRCh1,ShapeLWRCh1,ShapeP2ACh1,SkewIntenCh1,SkewIntenCh3,SkewIntenCh4,SpotFiberCountCh3,SpotFiberCountCh4,TotalIntenCh1,TotalIntenCh2,TotalIntenCh3,TotalIntenCh4,VarIntenCh1,VarIntenCh3,VarIntenCh4,WidthCh1,XCentroid,YCentroid
11,207827711,Test,WS,13.6666708189,424,174.355555556,389.427160494,38.762962963,126.728395062,1.03846153846,0.972515602289,67.2513089005,27.1884816754,84.1413612565,7.3831210931,5.24716675832,5.99783969892,23.2488639529,1.46517203305,806.953287824,550.756682234,1698.06122449,6579.66573198,1.5247012129,1.53992349827,20.2490835119,20.2490835119,0.0953916880744,0.0936004207018,4.3029366412,3.94143508207,5.51870982409,5.55041860304,0.300791556728,0.300791556728,-0.625392634,-0.35835017682,-0.53155395202,28.284360197,334.728366993,28.6666666667,130.460437862,80.9963340477,0.75745741235,1.42743908754,1.19725491116,-0.569138209166,0.765362038663,0.818637843917,1,5.0,70614,157314.0,15699,51325,67.8440259113,40.9297273247,139.875059977,19.8147580824,473,15
12,207932484,Train,WS,109.41642634,256,18.8285714286,126.93877551,13.6,46.8,1.08187134503,0.920459519651,28.0200445434,14.8708240535,32.6971046771,5.38327217931,4.15118272864,6.19403457367,18.0824497411,1.37874785102,368.309652862,267.133437481,1027.22222222,3095.78236772,1.36423598827,1.48086856916,22.2974337812,12.0578760998,0.108161298131,0.00995182951398,6.1605845934,10.5906853991,5.04406682957,7.12689992762,0.315315315315,0.0585585585586,-0.36469143804,1.08333285939,-0.626270375698,23.0554683732,263.634512998,38.4303784906,88.5041055483,68.710619762,0.634791385441,1.31393689731,1.39736414145,0.546737216176,1.43236317491,0.703800653492,0,6.0,4613,30856.0,3332,11466,13.9229365891,18.6430268192,40.3317467502,17.546861208,211,495
13,207827674,Test,PS,52.2054470019,236,18.1902654867,6.32743362832,17.0884955752,1.91150442478,1.29265770424,0.801362221242,28.5204081633,16.9132653061,5.91836734694,5.29339063113,4.99377848764,2.42369780769,17.367145552,3.37831931521,510.780792091,151.193757734,947.560090703,2742.73566908,1.0,1.0,43.6427572508,5.80620857182,0.00547596571181,0.103488064236,38.7715625,11.704375,7.73926477057,4.51236673754,0.0208333333333,0.295,-0.00123601337936,-0.0982068919887,0.287658056859,34.7554255167,204.260673081,29.3174431296,78.3122908143,98.8979316452,0.5453330654,2.78073934478,3.07154701348,0.631169445548,0.186035384293,1.21015924263,0,7.0,4111,1205.0,3862,432,12.2692540729,9.36247218139,2.57818459188,12.4986275977,347,252
14,207932302,Test,PS,92.9014641559,187,40.2402234637,214.189944134,44.1955307263,136.251396648,1.0352303523,0.979602852024,32.1158536585,25.6097560976,90.2743902439,5.92933569712,6.05530263235,6.8216407772,15.4561292204,1.53548946878,242.730593602,158.080272472,750.501133787,1933.30708397,1.62598563257,1.73274591672,13.7078750893,13.7078750893,0.00954565113139,0.00864414533296,16.4210956968,16.4709153122,7.23660580464,7.1424515651,0.0658682634731,0.0359281437126,-0.930684432051,-0.588572008555,6.7741212643,18.7158891581,190.955265978,23.9010739899,75.4431218653,54.8315003572,0.796836011497,1.48764230653,1.23712368313,-0.0828397435402,0.0864155914533,2.00188196184,2,5.0,7203,38162.0,7911,24389,21.2451335724,23.8620519219,101.395285092,12.580906765,229,277
15,207932459,Train,PS,104.278653972,258,17.5708502024,125.368421053,22.4615384615,71.2064777328,1.07572815534,0.931300185891,27.8761061947,16.1194690265,36.185840708,5.18427760985,5.48622463789,6.62463901595,18.1561056458,1.61605288831,403.640527616,249.769379787,1035.60770975,3133.76716431,1.35941841212,1.2443078076,26.5285566331,10.1742391624,0.0130348806631,0.00896299047732,9.40205640423,10.3015276146,6.95748710195,7.14478378777,0.0739130434783,0.0347826086957,-0.55626123146,-0.512318606373,-0.647157526748,26.3196038368,231.152945437,29.8489204141,103.458120549,73.405591591,0.557002198188,1.49032271696,1.58865752761,0.443092384148,0.555675494193,0.137225244831,1,5.0,4340,30720.0,5548,17588,12.3249705589,17.747142624,41.9285332603,17.6603386215,172,207
16,207827779,Train,PS,77.9919429316,358,42.283625731,218.131578947,42.3216374269,67.5409356725,1.03783012134,0.96126979208,43.309375,43.365625,56.04375,6.13658265703,5.8700269479,5.99569934093,21.3642316105,1.46821024365,626.837304492,426.939743272,1433.91836735,5105.76068509,1.47896380533,1.46657685571,25.1269583288,14.6108860868,0.0249826387044,0.0442250988477,11.8410769411,8.08477589778,6.794863681,6.36163505819,0.140127388535,0.199386503067,-0.261787170964,0.809501425829,0.72867934799,27.804208446,213.948710742,11.4465384562,105.150591976,79.4756888313,0.663542429442,1.43095288164,1.36911424659,0.256518283104,1.07109398577,1.04544620516,1,6.0,14461,74260.0,14474,23099,20.9564773378,42.3163600413,66.9657092773,19.4305548441,276,385
17,207827784,Train,PS,13.6599724743,158,31.4105960265,103.21192053,41.4900662252,116.119205298,1.37931034483,0.896038690659,38.4503816794,37.6488549618,74.9236641221,5.7562609088,5.81434743206,6.12137748455,14.1958923758,1.47769368797,184.492697358,124.851786848,633.10430839,1497.91343743,1.72450988257,1.59720458251,27.6324863792,6.05032986544,0.0123197174814,0.020887482273,11.9135780886,6.1548951049,6.79691998693,6.48546518622,0.0681818181818,0.113636363636,-0.365908061415,-0.27882466869,-0.707398536289,20.5669112741,228.970126564,17.4047619048,112.561225596,67.3656324893,0.442380807076,1.18227674704,2.16005757979,0.418079472838,0.881334809418,0.725883896872,4,5.0,4743,15435.0,6265,17534,20.5858794024,40.6530901947,109.643608521,17.3960211309,239,404
18,207827790,Test,WS,23.0710659327,313,215.411371237,569.913043478,150.652173913,378.612040134,1.04025764895,0.95766175677,73.8741007194,78.3201438849,191.553956835,7.46885884484,6.81352018079,7.54013513515,19.9760593041,1.76245801129,561.419796569,318.543643577,1253.63038549,4173.76582099,1.48762836106,1.46176931052,18.6808464246,17.4222156372,0.0220572696574,0.0103501576309,4.81842122291,5.87065674539,6.54645220569,7.08796992255,0.127272727273,0.0545454545455,-0.370863990465,-0.420947952938,-0.444330361549,26.6182222369,314.131051153,22.7322605329,126.522327267,72.2061241235,0.760998944069,1.72041265648,1.27478133139,0.275503481478,0.770032681136,0.683994554899,1,3.0,64408,170106.0,45045,113205,100.075563446,138.203909093,304.338786517,15.4719986142,466,449
19,207827645,Train,WS,106.844369325,315,294.76744186,492.734219269,193.435215947,400.451827243,1.01451612903,0.977543717248,154.578014184,100.315602837,237.407801418,7.40263495116,6.76102507327,7.56094161969,20.0427575174,1.01664705537,430.681678887,423.629495224,1262.01587302,4215.713021,1.27358315595,1.01897488762,16.7535791505,16.7535791505,0.0331566571098,0.00949084553091,5.69680851064,8.22517730496,6.39014717384,7.16184245226,0.163120567376,0.0460992907801,38.9742849797,-1.19024917815,-1.33287518903,21.2878357462,288.197343812,49.9258066314,119.639986883,67.0143166018,0.716174028852,1.0286716314,1.0998228149,5.27421648983,0.177126587576,0.223907828539,2,3.0,88725,148013.0,58224,120536,201.368686518,152.312102934,305.582829393,20.6944909303,95,95
20,207932306,Test,PS,93.5911403733,762,35.6409903714,164.719394773,77.522696011,213.110041265,1.20266222962,0.848713166725,35.0058351568,54.4106491612,121.671043034,6.2492039483,7.02756570325,7.24078700316,31.148807868,1.87158038717,2193.44833522,1171.97655535,3048.12471655,15824.241859,1.45496315163,1.41503725792,55.0398262032,14.3069072439,0.013880529306,0.0386981219502,7.77673076432,3.78938749713,7.09621160944,6.23331951456,0.0833333333333,0.17903930131,0.230696287331,5.19308673577,2.78681899079,43.9373655061,213.473077901,46.9726665828,127.928133795,138.693466894,0.603493543138,1.52886068424,1.94391269355,0.668934773678,1.93614592103,1.62993746974,2,13.0,25911,119025.0,56359,154931,21.1987807676,81.7583867503,245.122042973,28.7386326032,77,344
21,208312429,Test,PS,33.4584719744,157,114.24,37.86,268.56,189.146666667,1.13836477987,0.874849171408,85.9433962264,202.320754717,97.9132075472,6.72868835711,6.94202169044,4.86164575775,14.148808026,1.2149656558,165.630548405,136.325292501,628.911564626,1483.05816553,1.06928395087,1.22647694687,22.2068123996,7.50497467294,0.00854019042053,0.110871624419,13.6256410256,2.87293447293,7.08482020758,5.02834456621,0.0230769230769,0.325925925926,0.192396150719,0.929113709358,-1.42079796495,18.1671477022,223.045376412,30.7824640129,95.1919721778,59.4235741451,0.565100372225,1.18623162493,1.68604688545,0.848015413357,0.968144510021,0.394596118841,2,3.0,17136,5530.0,40284,28372,81.9066688372,196.306783038,195.618723939,15.315008739,327,16
22,208314602,Test,PS,80.5548274097,1060,59.3053359684,39.7075098814,29.9347826087,22.5909090909,1.07376058041,0.91905881376,48.8127572016,30.7119341564,23.7273662551,6.77193582627,6.0244496632,5.45241624898,36.7506039659,1.16764420926,2845.42789056,2436.89633194,4243.05668934,25989.1493325,1.25124148066,1.00413300123,41.9364321934,25.8382070167,0.00645645643234,0.0233887727433,23.0464237517,13.1522711757,7.85987437051,6.83384707361,0.0451282051282,0.130030959752,-0.19686650902,-0.00812746784202,0.517560661447,40.5633400325,288.238771721,38.252680608,121.30610237,135.54927842,0.746920095276,1.15857117005,1.34936092489,0.654668076066,0.679860797378,1.13054399957,7,26.0,60017,39173.0,30294,22862,47.8888354882,23.3152839584,24.7728940778,35.0115220207,22,50
23,208319730,Train,WS,84.6540357293,246,582.795744681,245.344680851,86.4,65.8808510638,1.03853955375,0.969827751233,200.11778291,72.5612009238,35.6189376443,7.63500678699,5.63288226524,6.08439803497,17.7095756792,1.26264522866,331.103685428,262.230179874,985.294784581,2908.19209231,1.58484001291,1.35376701092,15.4920072214,15.4920072214,0.0764519903957,0.0326248741975,6.11459355665,6.52739492213,5.80139314565,6.44943119828,0.266055045872,0.169724770642,-0.948377364062,1.28749856767,-0.180978389071,20.8640630579,301.175129486,19.2356345668,121.860895289,61.9680288854,0.673871959302,1.19088264384,1.18268114392,0.0763640168806,1.42526296267,0.564283397095,2,6.0,136957,57422.0,20304,15482,307.296185323,110.351515718,52.9868174625,17.5198313334,438,16
24,208332442,Test,PS,139.435815488,178,25.5176470588,2.25294117647,65.7764705882,7.82941176471,1.51358695652,0.818838756007,38.4166666667,58.6736111111,12.8819444444,5.61860911912,6.5516642448,2.60612902006,15.0625563688,2.68378240488,297.00829804,110.667801346,712.766439909,1789.34744649,1.47963500806,1.73183773708,39.1975114943,4.92036881423,0.00709768259064,0.358207454304,25.3028936581,3.11205690861,7.34135250133,3.0726763836,0.0206896551724,0.601398601399,-0.325018182207,0.66252016829,3.1608371466,27.8692353806,288.79749078,29.3174431296,131.570165727,88.235760617,0.429595409491,1.87250285021,3.21233386911,0.50486661146,0.89026898107,1.97443623226,1,4.0,4338,214.0,11182,1331,17.731402363,41.0528716401,14.4005826968,14.8834141307,438,14
25,208333252,Train,WS,123.793870554,223,375.046948357,293.183098592,112.103286385,464.544600939,1.01126126126,0.985819841547,124.297709924,78.9745547074,281.834605598,7.50226936199,5.41355242307,6.76625988739,16.8602506313,1.11527081115,268.522773085,240.769121186,893.054421769,2509.52022973,1.33200485607,1.29896666954,14.1940553409,14.1940553409,0.0857372881689,0.0254734487697,4.46716046825,8.88332642702,5.37585214056,6.5784555841,0.289340101523,0.137055837563,-0.765524747911,7.54996963432,-1.20162080996,18.738339388,249.164488727,38.5529203096,114.0221318,56.7762213637,0.69936182152,1.09988223552,1.10237467777,-0.123165037246,2.51423478233,0.200492536114,2,2.0,79885,62236.0,23878,98948,164.780883539,179.791581577,363.499868107,17.0366779123,386,14
26,208336780,Test,WS,140.98212256,193,65.0810810811,345.805405405,16.3243243243,18.2594594595,1.04492939666,0.95223593908,50.8928571429,18.25,20.2916666667,6.49985125762,3.22627430554,3.26520920968,15.7130353916,1.52581954532,254.232302016,166.620163436,775.657596372,2031.32254393,1.8071152003,1.59229827192,14.8983322904,13.7018162865,0.308815192744,0.296051232993,2.46130952381,2.6130952381,3.44705864217,3.52944970969,0.553571428571,0.553571428571,-0.542972937565,1.09070632976,0.796825518695,20.4618030397,252.098574774,24.097614225,118.188591945,57.2002971538,0.638059050812,1.3776491056,1.27546438338,0.255569676448,1.47095367798,1.45625496457,1,8.0,12040,63790.0,3020,3378,34.3079680118,25.6062218517,28.73302516,14.8526957675,104,13
27,208340300,Test,WS,135.451605354,343,100.478658537,288.826219512,161.271341463,423.762195122,1.04163623083,0.947483455048,76.7086743044,131.206219313,303.504091653,7.26320427171,6.75522334841,4.43280341374,20.9223829246,1.19661255193,531.507127804,444.176460416,1375.21995465,4795.47974944,1.48645000375,1.0312625965,18.5816257684,18.5816257684,0.0244485491509,0.200250434307,8.51849887496,1.6448141005,6.69041758711,4.12887741875,0.133986928105,0.445901639344,1.20140364969,2.76509391387,1.57355670817,23.2110938732,222.022802939,31.0874160657,92.2601566826,74.3265030737,0.756708591937,1.18578979123,1.22544317213,1.13684465582,1.51108530646,1.6615136683,0,6.0,32957,94408.0,52897,138994,77.6394467451,173.264960381,702.226223562,19.5743748554,175,14
28,208341265,Test,PS,9.62233914807,226,30.2083333333,40.2962962963,64.2546296296,106.976851852,1.53980370774,0.82806660252,38.4506666667,41.16,61.4746666667,5.84940440386,6.43328980313,6.4435986174,16.9785696312,2.54746136772,414.434575352,162.685322966,905.632653061,2562.72451004,1.42549115036,1.68951067276,43.0143901092,5.58642413327,0.0117624838163,0.0139511220269,10.7175446581,6.99697064512,7.032399158,6.77016524167,0.0695187165775,0.0904255319149,-0.491888170225,0.417738400412,-1.2915928315,30.4880826628,214.108098834,27.471692295,97.3475200805,97.201628485,0.428487036799,1.75916198956,3.128866042,0.518712636513,0.790447540502,0.16387362519,1,5.0,6525,8489.0,13879,23107,20.1689191809,48.5774007894,80.6745543739,17.3310262748,341,15
29,208384273,Test,PS,163.94980438,276,110.943181818,436.829545455,192.901515152,317.242424242,1.07481751825,0.96721068072,69.70781893,118.827160494,198.407407407,7.04203223497,7.41169404938,7.08886552265,18.7705149812,2.56936117116,562.393145803,218.884426259,1106.88435374,3462.79822405,1.72769497408,1.47094436322,25.9240204114,11.078642251,0.00903781154841,0.0128838704395,10.2391016949,9.23893220339,7.13507654383,6.95261941397,0.036,0.088,0.88489754341,1.41751231453,-0.24074983724,30.3798579507,246.538345678,26.6976860404,120.816546556,74.0053253248,0.675141014124,2.2517683587,1.51748572215,0.862678859977,1.11679777978,0.569814282045,3,6.0,29289,115060.0,50926,83752,62.6410574202,145.433123225,237.713767312,13.4915555738,412,27
30,208393986,Train,WS,84.3960679089,809,31.0414507772,102.801813472,40.7383419689,202.983160622,1.58252730109,0.868440077809,42.7003484321,26.1512195122,111.288501742,6.08185901396,6.22689988416,7.28834131784,32.0983622973,2.8961990149,2985.8067923,1030.93978588,3236.79818594,17315.9868092,1.01131352721,1.3666510948,82.8272215561,10.1398908412,0.0211012041645,0.0365631321943,7.65325623599,4.80640463672,6.94002617796,6.36198642163,0.124645892351,0.175582990398,-0.139313414989,0.449481025622,0.227476745828,66.9294016597,249.177731054,28.1128475887,110.46313346,185.934224795,0.446275121978,2.47047766354,3.27566789732,0.525299603522,0.812485422324,0.991019428082,6,11.0,23964,78592.0,31450,156703,20.4434856536,34.4642779897,207.727641474,27.0916845951,331,36
31,208396095,Train,PS,167.93104561,439,236.229116945,414.350835322,130.431980907,557.732696897,1.05875576037,0.950095210242,97.5540025413,70.4002541296,289.439644219,7.97607460185,5.9649625306,7.40686307803,23.6472822998,1.3761899202,822.965768815,598.003049388,1756.75963719,6923.76517891,1.12367997131,1.37800142727,25.0793310323,18.1389486756,0.0915366324609,0.0245264726866,3.24926693793,7.09599883743,5.49107488464,6.74024985919,0.292191435768,0.135897435897,-0.949130361953,2.49568010744,-0.795034811977,30.9608211606,279.440199653,29.9715757256,108.967350255,86.4365594157,0.629809010857,1.37461620102,1.30693637577,0.417601353616,1.53469228403,0.282794347455,4,4.0,98980,173195.0,54651,233690,149.634399361,150.468836214,426.984324669,22.5232476801,211,23
32,208397444,Test,WS,139.653701395,645,65.5454545455,1.91558441558,162.535714286,97.362012987,2.52018278751,0.661171433655,60.6495412844,118.895412844,62.576146789,7.07245402395,7.91036252143,5.10790466452,28.6724352448,2.07044640703,1799.38715264,869.081733551,2582.73015873,12342.1938718,1.72789573845,1.38596010824,113.585562683,6.05828816655,0.0075635989002,0.156473864598,11.9745899956,2.41242857961,7.54541525612,4.64429825521,0.0473588342441,0.389799635701,3.16325823783,4.95013076575,1.2434750782,60.0653565059,231.267818031,24.9313911172,113.792620963,239.2877017,0.283896230531,1.58631233694,6.62148285036,1.6936498145,1.99137952853,1.52132957765,4,9.0,40376,565.0,100122,59975,59.5463195139,152.956848247,142.426469244,37.8647729751,457,110
33,208399812,Train,WS,53.0550181728,172,116.709090909,399.16969697,20.2363636364,43.8303030303,1.05523255814,0.963182089126,59.1733333333,20.1333333333,43.2133333333,6.61693590824,1.67933697836,2.87337089579,14.8393950487,1.25419265379,194.146512252,154.79799827,691.802721088,1710.988979,1.70243136149,1.75515864595,13.258074789,13.258074789,0.612130204933,0.389888718227,0.239521756523,1.36074936664,1.60925141276,2.86328199778,0.785234899329,0.630872483221,-0.439076022927,7.51581190926,2.99643682215,17.608972022,222.853537871,23.3464491806,94.6094150593,53.0322991559,0.639555473086,1.14663172088,1.2413712901,-0.0157142975324,2.90113181438,1.94907373897,0,3.0,19257,65699.0,3339,7232,49.0364141976,53.511357153,81.7208570419,15.3571296706,267,24
