,Cell,Case,Class,AngleCh1,AngleStatusCh1,AreaCh1,AreaStatusCh1,AvgIntenCh1,AvgIntenCh2,AvgIntenCh3,AvgIntenCh4,AvgIntenStatusCh1,AvgIntenStatusCh2,AvgIntenStatusCh3,AvgIntenStatusCh4,ConvexHullAreaRatioCh1,ConvexHullAreaRatioStatusCh1,ConvexHullPerimRatioCh1,ConvexHullPerimRatioStatusCh1,DiffIntenDensityCh1,DiffIntenDensityCh3,DiffIntenDensityCh4,DiffIntenDensityStatusCh1,DiffIntenDensityStatusCh3,DiffIntenDensityStatusCh4,EntropyIntenCh1,EntropyIntenCh3,EntropyIntenCh4,EntropyIntenStatusCh1,EntropyIntenStatusCh3,EntropyIntenStatusCh4,EqCircDiamCh1,EqCircDiamStatusCh1,EqEllipseLWRCh1,EqEllipseLWRStatusCh1,EqEllipseOblateVolCh1,EqEllipseOblateVolStatusCh1,EqEllipseProlateVolCh1,EqEllipseProlateVolStatusCh1,EqSphereAreaCh1,EqSphereAreaStatusCh1,EqSphereVolCh1,EqSphereVolStatusCh1,FiberAlign2Ch3,FiberAlign2Ch4,FiberAlign2StatusCh3,FiberAlign2StatusCh4,FiberLengthCh1,FiberLengthStatusCh1,FiberWidthCh1,FiberWidthStatusCh1,IntenCoocASMCh3,IntenCoocASMCh4,IntenCoocASMStatusCh3,IntenCoocASMStatusCh4,IntenCoocContrastCh3,IntenCoocContrastCh4,IntenCoocContrastStatusCh3,IntenCoocContrastStatusCh4,IntenCoocEntropyCh3,IntenCoocEntropyCh4,IntenCoocEntropyStatusCh3,IntenCoocEntropyStatusCh4,IntenCoocMaxCh3,IntenCoocMaxCh4,IntenCoocMaxStatusCh3,IntenCoocMaxStatusCh4,KurtIntenCh1,KurtIntenCh3,KurtIntenCh4,KurtIntenStatusCh1,KurtIntenStatusCh3,KurtIntenStatusCh4,LengthCh1,LengthStatusCh1,MemberAvgAvgIntenStatusCh2,MemberAvgTotalIntenStatusCh2,NeighborAvgDistCh1,NeighborAvgDistStatusCh1,NeighborMinDistCh1,NeighborMinDistStatusCh1,NeighborVarDistCh1,NeighborVarDistStatusCh1,PerimCh1,PerimStatusCh1,ShapeBFRCh1,ShapeBFRStatusCh1,ShapeLWRCh1,ShapeLWRStatusCh1,ShapeP2ACh1,ShapeP2AStatusCh1,SkewIntenCh1,SkewIntenCh3,SkewIntenCh4,SkewIntenStatusCh1,SkewIntenStatusCh3,SkewIntenStatusCh4,SpotFiberCountCh3,SpotFiberCountCh4,SpotFiberCountStatusCh3,SpotFiberCountStatusCh4,TotalIntenCh1,TotalIntenCh2,TotalIntenCh3,TotalIntenCh4,TotalIntenStatusCh1,TotalIntenStatusCh2,TotalIntenStatusCh3,TotalIntenStatusCh4,VarIntenCh1,VarIntenCh3,VarIntenCh4,VarIntenStatusCh1,VarIntenStatusCh3,VarIntenStatusCh4,WidthCh1,WidthStatusCh1,XCentroid,YCentroid
11,207827711,Test,WS,13.6666708189,2,424,0,174.355555556,388.427160494,38.762962963,126.728395062,1,1,0,0,1.03846153846,0,0.972515602289,0,67.2513089005,27.1884816754,84.1413612565,0,0,0,7.3831210931,5.24716675832,5.99783969892,1,0,0,23.2488639529,0,1.46517203305,0,806.953287824,0,550.756682234,0,1698.06122449,0,6579.66573198,0,0.524701212903,0.53992349827,0,0,20.2490835119,0,20.2490835119,1,0.0953916880744,0.0936004207018,0,0,4.3029366412,3.94143508207,0,2,5.51870982409,5.55041860304,0,0,0.300791556728,0.300791556728,0,0,-0.625392634,-0.35835017682,-0.53155395202,0,0,0,28.284360197,0,0,0,334.728366993,1,28.6666666667,0,130.460437862,0,80.9963340477,0,0.75745741235,1,1.42743908754,0,1.19725491116,0,-0.569138209166,0.765362038663,0.818637843917,2,0,0,1,4,0,0,70614,157313,15699,51325,1,1,0,0,67.8440259113,40.9297273247,139.875059977,0,0,0,19.8147580824,0,473,15
12,207932484,Train,WS,109.41642634,0,256,0,18.8285714286,125.93877551,13.6,46.8,0,0,0,0,1.08187134503,0,0.920459519651,0,28.0200445434,14.8708240535,32.6971046771,2,2,2,5.38327217931,4.15118272864,6.19403457367,2,0,0,18.0824497411,0,1.37874785102,0,368.309652862,0,267.133437481,0,1027.22222222,0,3095.78236772,0,0.364235988271,0.480868569165,0,0,22.2974337812,0,12.0578760998,0,0.108161298131,0.00995182951398,0,0,6.1605845934,10.5906853991,0,0,5.04406682957,7.12689992762,0,0,0.315315315315,0.0585585585586,0,0,-0.36469143804,1.08333285939,-0.626270375698,0,0,0,23.0554683732,0,0,0,263.634512998,0,38.4303784906,0,88.5041055483,2,68.710619762,0,0.634791385441,0,1.31393689731,0,1.39736414145,0,0.546737216176,1.43236317491,0.703800653492,0,0,0,0,5,2,0,4613,30855,3332,11466,0,0,0,0,13.9229365891,18.6430268192,40.3317467502,0,0,2,17.546861208,0,211,495
13,207827674,Test,PS,52.2054470019,2,236,0,18.1902654867,5.32743362832,17.0884955752,1.91150442478,0,2,0,2,1.29265770424,1,0.801362221242,2,28.5204081633,16.9132653061,5.91836734694,2,0,2,5.29339063113,4.99377848764,2.42369780769,2,0,2,17.367145552,0,3.37831931521,1,510.780792091,0,151.193757734,0,947.560090703,0,2742.73566908,0,0.0,0.0,2,2,43.6427572508,0,5.80620857182,2,0.00547596571181,0.103488064236,0,0,38.7715625,11.704375,1,1,7.73926477057,4.51236673754,1,2,0.0208333333333,0.295,2,0,-0.00123601337936,-0.0982068919887,0.287658056859,0,0,0,34.7554255167,0,0,0,204.260673081,0,29.3174431296,0,78.3122908143,2,98.8979316452,0,0.5453330654,2,2.78073934478,1,3.07154701348,1,0.631169445548,0.186035384293,1.21015924263,0,2,0,0,6,2,0,4111,1204,3862,432,0,2,0,2,12.2692540729,9.36247218139,2.57818459188,0,2,2,12.4986275977,2,347,252
14,207932302,Test,PS,92.9014641559,0,187,0,40.2402234637,213.189944134,44.1955307263,136.251396648,0,0,0,0,1.0352303523,0,0.979602852024,0,32.1158536585,25.6097560976,90.2743902439,0,0,0,5.92933569712,6.05530263235,6.8216407772,0,0,0,15.4561292204,0,1.53548946878,0,242.730593602,0,158.080272472,0,750.501133787,0,1933.30708397,0,0.625985632571,0.732745916719,1,1,13.7078750893,0,13.7078750893,0,0.00954565113139,0.00864414533296,0,0,16.4210956968,16.4709153122,1,1,7.23660580464,7.1424515651,0,0,0.0658682634731,0.0359281437126,0,0,-0.930684432051,-0.588572008555,6.7741212643,0,0,1,18.7158891581,0,0,0,190.955265978,2,23.9010739899,0,75.4431218653,2,54.8315003572,0,0.796836011497,1,1.48764230653,0,1.23712368313,0,-0.0828397435402,0.0864155914533,2.00188196184,0,2,1,2,4,0,0,7203,38161,7911,24389,0,0,0,0,21.2451335724,23.8620519219,101.395285092,0,0,0,12.580906765,2,229,277
15,207932459,Train,PS,104.278653972,0,258,0,17.5708502024,124.368421053,22.4615384615,71.2064777328,0,0,0,0,1.07572815534,0,0.931300185891,0,27.8761061947,16.1194690265,36.185840708,2,0,0,5.18427760985,5.48622463789,6.62463901595,2,0,0,18.1561056458,0,1.61605288831,0,403.640527616,0,249.769379787,0,1035.60770975,0,3133.76716431,0,0.359418412121,0.244307807603,0,0,26.5285566331,0,10.1742391624,0,0.0130348806631,0.00896299047732,0,0,9.40205640423,10.3015276146,0,0,6.95748710195,7.14478378777,0,0,0.0739130434783,0.0347826086957,0,0,-0.55626123146,-0.512318606373,-0.647157526748,0,0,0,26.3196038368,0,0,0,231.152945437,0,29.8489204141,0,103.458120549,0,73.405591591,0,0.557002198188,2,1.49032271696,0,1.58865752761,0,0.443092384148,0.555675494193,0.137225244831,0,0,0,1,4,0,0,4340,30719,5548,17588,0,0,0,0,12.3249705589,17.747142624,41.9285332603,0,0,2,17.6603386215,0,172,207
16,207827779,Train,PS,77.9919429316,0,358,0,42.283625731,217.131578947,42.3216374269,67.5409356725,0,0,0,0,1.03783012134,0,0.96126979208,0,43.309375,43.365625,56.04375,0,0,0,6.13658265703,5.8700269479,5.99569934093,0,0,0,21.3642316105,0,1.46821024365,0,626.837304492,0,426.939743272,0,1433.91836735,0,5105.76068509,0,0.47896380533,0.46657685571,0,0,25.1269583288,0,14.6108860868,0,0.0249826387044,0.0442250988477,0,0,11.8410769411,8.08477589778,0,0,6.794863681,6.36163505819,0,0,0.140127388535,0.199386503067,0,0,-0.261787170964,0.809501425829,0.72867934799,0,0,0,27.804208446,0,0,0,213.948710742,0,11.4465384562,2,105.150591976,0,79.4756888313,0,0.663542429442,0,1.43095288164,0,1.36911424659,0,0.256518283104,1.07109398577,1.04544620516,0,0,0,1,5,0,0,14461,74259,14474,23099,0,0,0,0,20.9564773378,42.3163600413,66.9657092773,0,0,0,19.4305548441,0,276,385
17,207827784,Train,PS,13.6599724743,2,158,0,31.4105960265,102.21192053,41.4900662252,116.119205298,0,0,0,0,1.37931034483,1,0.896038690659,0,38.4503816794,37.6488549618,74.9236641221,0,0,0,5.7562609088,5.81434743206,6.12137748455,2,0,0,14.1958923758,2,1.47769368797,0,184.492697358,0,124.851786848,0,633.10430839,0,1497.91343743,0,0.724509882569,0.597204582507,1,1,27.6324863792,0,6.05032986544,2,0.0123197174814,0.020887482273,0,0,11.9135780886,6.1548951049,0,0,6.79691998693,6.48546518622,0,0,0.0681818181818,0.113636363636,0,0,-0.365908061415,-0.27882466869,-0.707398536289,0,0,0,20.5669112741,0,0,0,228.970126564,0,17.4047619048,0,112.561225596,0,67.3656324893,0,0.442380807076,2,1.18227674704,0,2.16005757979,0,0.418079472838,0.881334809418,0.725883896872,0,0,0,4,4,1,0,4743,15434,6265,17534,0,2,0,0,20.5858794024,40.6530901947,109.643608521,0,0,0,17.3960211309,0,239,404
18,207827790,Test,WS,23.0710659327,2,313,0,215.411371237,568.913043478,150.652173913,378.612040134,1,1,1,1,1.04025764895,0,0.95766175677,0,73.8741007194,78.3201438849,191.553956835,1,1,1,7.46885884484,6.81352018079,7.54013513515,1,1,1,19.9760593041,0,1.76245801129,0,561.419796569,0,318.543643577,0,1253.63038549,0,4173.76582099,0,0.487628361065,0.461769310521,0,0,18.6808464246,0,17.4222156372,1,0.0220572696574,0.0103501576309,0,0,4.81842122291,5.87065674539,0,0,6.54645220569,7.08796992255,0,0,0.127272727273,0.0545454545455,0,0,-0.370863990465,-0.420947952938,-0.444330361549,0,0,0,26.6182222369,0,0,0,314.131051153,1,22.7322605329,0,126.522327267,0,72.2061241235,0,0.760998944069,1,1.72041265648,0,1.27478133139,0,0.275503481478,0.770032681136,0.683994554899,0,0,0,1,2,0,0,64408,170105,45045,113205,1,1,1,1,100.075563446,138.203909093,304.338786517,1,1,1,15.4719986142,0,466,449
19,207827645,Train,WS,106.844369325,0,315,0,294.76744186,491.734219269,193.435215947,400.451827243,1,1,1,1,1.01451612903,0,0.977543717248,0,154.578014184,100.315602837,237.407801418,1,1,1,7.40263495116,6.76102507327,7.56094161969,1,1,1,20.0427575174,0,1.01664705537,0,430.681678887,0,423.629495224,0,1262.01587302,0,4215.713021,0,0.273583155947,0.0189748876166,0,2,16.7535791505,0,16.7535791505,1,0.0331566571098,0.00949084553091,0,0,5.69680851064,8.22517730496,0,0,6.39014717384,7.16184245226,0,0,0.163120567376,0.0460992907801,0,0,38.9742849797,-1.19024917815,-1.33287518903,1,0,0,21.2878357462,0,0,0,288.197343812,0,49.9258066314,1,119.639986883,0,67.0143166018,0,0.716174028852,0,1.0286716314,0,1.0998228149,0,5.27421648983,0.177126587576,0.223907828539,1,2,0,2,2,0,0,88725,148012,58224,120536,1,1,1,1,201.368686518,152.312102934,305.582829393,1,1,1,20.6944909303,0,95,95
20,207932306,Test,PS,93.5911403733,0,762,1,35.6409903714,163.719394773,77.522696011,213.110041265,0,0,0,0,1.20266222962,0,0.848713166725,2,35.0058351568,54.4106491612,121.671043034,0,0,0,6.2492039483,7.02756570325,7.24078700316,0,1,0,31.148807868,1,1.87158038717,0,2193.44833522,1,1171.97655535,1,3048.12471655,1,15824.241859,1,0.454963151627,0.415037257922,0,0,55.0398262032,1,14.3069072439,0,0.013880529306,0.0386981219502,0,0,7.77673076432,3.78938749713,0,2,7.09621160944,6.23331951456,0,0,0.0833333333333,0.17903930131,0,0,0.230696287331,5.19308673577,2.78681899079,0,1,0,43.9373655061,1,0,0,213.473077901,0,46.9726665828,1,127.928133795,0,138.693466894,1,0.603493543138,0,1.52886068424,0,1.94391269355,0,0.668934773678,1.93614592103,1.62993746974,0,1,1,2,12,0,1,25911,119024,56359,154931,0,1,1,1,21.1987807676,81.7583867503,245.122042973,0,0,1,28.7386326032,1,77,344
21,208312429,Test,PS,33.4584719744,2,157,0,114.24,36.86,268.56,189.146666667,0,0,1,0,1.13836477987,0,0.874849171408,0,85.9433962264,202.320754717,97.9132075472,0,1,0,6.72868835711,6.94202169044,4.86164575775,0,0,0,14.148808026,2,1.2149656558,0,165.630548405,0,136.325292501,0,628.911564626,0,1483.05816553,0,0.069283950873,0.226476946872,2,0,22.2068123996,0,7.50497467294,0,0.00854019042053,0.110871624419,0,0,13.6256410256,2.87293447293,0,0,7.08482020758,5.02834456621,0,0,0.0230769230769,0.325925925926,2,0,0.192396150719,0.929113709358,-1.42079796495,0,0,0,18.1671477022,2,0,0,223.045376412,0,30.7824640129,0,95.1919721778,0,59.4235741451,0,0.565100372225,0,1.18623162493,0,1.68604688545,0,0.848015413357,0.968144510021,0.394596118841,0,0,0,2,2,0,0,17136,5529,40284,28372,0,2,0,0,81.9066688372,196.306783038,195.618723939,0,1,0,15.315008739,0,327,16
22,208314602,Test,PS,80.5548274097,0,1060,1,59.3053359684,38.7075098814,29.9347826087,22.5909090909,0,0,0,0,1.07376058041,0,0.91905881376,0,48.8127572016,30.7119341564,23.7273662551,0,0,0,6.77193582627,6.0244496632,5.45241624898,0,0,0,36.7506039659,1,1.16764420926,0,2845.42789056,1,2436.89633194,1,4243.05668934,1,25989.1493325,1,0.251241480658,0.00413300123384,0,2,41.9364321934,0,25.8382070167,1,0.00645645643234,0.0233887727433,0,0,23.0464237517,13.1522711757,1,1,7.85987437051,6.83384707361,1,0,0.0451282051282,0.130030959752,2,0,-0.19686650902,-0.00812746784202,0.517560661447,0,0,0,40.5633400325,0,0,0,288.238771721,1,38.252680608,0,121.30610237,0,135.54927842,0,0.746920095276,1,1.15857117005,0,1.34936092489,0,0.654668076066,0.679860797378,1.13054399957,0,0,0,7,25,1,1,60017,39172,30294,22862,1,0,0,0,47.8888354882,23.3152839584,24.7728940778,0,0,0,35.0115220207,1,22,50
